Pathway;Pathway_total;Hits_total;Hits_sig;Expected;P_Fisher;P_EASE;P_Gamma;Emp_Hits;Empirical;AdjP_Fisher;AdjP_EASE;AdjP_Gamma;Pathway_Number;cpd_hits;Condition;Sex;EnrichFactor
Omega-6 fatty acid metabolism;41;2;1;1,03570;2,7712e-01;0,67523000;0,0120580;12;0,12;1,000000000;1,00000000;0,4702620;P38;"EC0002;EC0003";AcidPFOSTemp;Female;0,965530559042194
C5-Branched dibasic acid metabolism;12;3;1;0,34524;3,1587e-01;1,00000000;0,0137810;6;0,06;1,000000000;1,00000000;0,5098970;P39;EC0001;AcidPFOSTemp;Female;2,896535743251072
Heparan sulfate degradation;9;4;2;0,34524;3,1587e-01;1,00000000;0,0137810;29;0,29;1,000000000;1,00000000;0,5098970;P40;EC0008;AcidPFOSTemp;Female;5,793071486502144
Prostaglandin formation from dihomo gama-linoleic acid;6;1;1;0,34524;3,1587e-01;1,00000000;0,0137810;13;0,13;1,000000000;1,00000000;0,5098970;P41;EC000133;AcidPFOSTemp;Female;2,896535743251072
Saturated fatty acids beta-oxidation;27;2;1;0,34524;3,1587e-01;1,00000000;0,0137810;14;0,14;1,000000000;1,00000000;0,5098970;P42;EC00079;AcidPFOSTemp;Female;2,896535743251072
Vitamin B2 (riboflavin) metabolism;9;2;1;0,34524;3,1587e-01;1,00000000;0,0137810;12;0,12;1,000000000;1,00000000;0,5098970;P43;EC0001;AcidPFOSTemp;Female;2,896535743251072
Pyrimidine metabolism;69;13;3;2,93450;3,3439e-01;0,57428000;0,0146980;26;0,26;1,000000000;1,00000000;0,5098970;P44;"EC0001;EC0002;EC0003;EC0004";AcidPFOSTemp;Female;1,022320667916170
Urea cycle/amino group metabolism;52;15;4;2,93450;3,3439e-01;0,57428000;0,0146980;22;0,22;1,000000000;1,00000000;0,5098970;P45;"EC0001;EC00018;EC00024;EC00025";AcidPFOSTemp;Female;1,363094223888226
Lysine metabolism;43;6;1;1,20830;3,4709e-01;0,73132000;0,0153650;32;0,32;1,000000000;1,00000000;0,5098970;P46;"EC0002;EC0003";AcidPFOSTemp;Female;0,827609037490689
Glutamate metabolism;24;7;2;1,38100;4,1483e-01;0,77787000;0,0195360;40;0,40;1,000000000;1,00000000;0,5665440;P47;"EC0001;EC0004";AcidPFOSTemp;Female;1,448225923244026
Hexose phosphorylation;22;13;5;1,38100;4,1483e-01;0,77787000;0,0195360;51;0,51;1,000000000;1,00000000;0,5665440;P48;"EC0008;EC000145";AcidPFOSTemp;Female;3,620564808110065
TCA cycle;37;8;2;1,38100;4,1483e-01;0,77787000;0,0195360;20;0,20;1,000000000;1,00000000;0,5665440;P49;"EC0001;EC00053";AcidPFOSTemp;Female;1,448225923244026
Chondroitin sulfate degradation;8;5;2;0,51786;4,3467e-01;1,00000000;0,0209850;49;0,49;1,000000000;1,00000000;0,5665440;P50;EC0008;AcidPFOSTemp;Female;3,862047657668096
Vitamin B6 (pyridoxine) metabolism;15;3;1;0,51786;4,3467e-01;1,00000000;0,0209850;8;0,08;1,000000000;1,00000000;0,5665440;P51;EC0001;AcidPFOSTemp;Female;1,931023828834048
De novo fatty acid biosynthesis;73;14;6;5,35120;4,5258e-01;0,63290000;0,0223960;51;0,51;1,000000000;1,00000000;0,5665440;P52;"EC0002;EC0003;EC00079;EC000178;EC000281;EC000288";AcidPFOSTemp;Female;1,121243833158918
Fatty acid activation;78;23;8;6,73210;5,2631e-01;0,68281000;0,0294480;60;0,60;1,000000000;1,00000000;0,6773040;P53;"EC0002;EC0003;EC00079;EC000178;EC000281;EC000288;EC000324";AcidPFOSTemp;Female;1,188336477473597
Aminosugars metabolism;69;23;6;2,93450;5,8736e-01;0,81765000;0,0372540;61;0,61;1,000000000;1,00000000;0,8195880;P54;"EC0001;EC0004;EC00096";AcidPFOSTemp;Female;2,044641335832340
Sialic acid metabolism;89;26;10;1,89880;5,9396e-01;0,87496000;0,0382330;63;0,63;1,000000000;1,00000000;0,8195880;P55;"EC0001;EC0008";AcidPFOSTemp;Female;5,266484095218033
Squalene and cholesterol biosynthesis;53;4;1;0,86310;6,1470e-01;1,00000000;0,0415150;23;0,23;1,000000000;1,00000000;0,8303000;P56;EC0001;AcidPFOSTemp;Female;1,158614297300429
Vitamin A (retinol) metabolism;55;12;1;2,07140;6,4411e-01;0,89689000;0,0467600;26;0,26;1,000000000;1,00000000;0,8884400;P57;"EC0002;EC0003";AcidPFOSTemp;Female;0,482765279521097
Carbon fixation;10;4;1;1,03570;6,8221e-01;1,00000000;0,0547950;47;0,47;1,000000000;1,00000000;0,9863100;P58;EC0004;AcidPFOSTemp;Female;0,965530559042194
Glycosphingolipid biosynthesis - globoseries;17;7;1;1,03570;6,8221e-01;1,00000000;0,0547950;76;0,76;1,000000000;1,00000000;0,9863100;P59;EC0008;AcidPFOSTemp;Female;0,965530559042194
Fatty Acid Metabolism;35;9;2;2,24400;6,8936e-01;0,91503000;0,0564840;46;0,46;1,000000000;1,00000000;0,9863100;P60;"EC00079;EC000178";AcidPFOSTemp;Female;0,891265597147950
Xenobiotics metabolism;103;16;2;2,41670;7,2988e-01;0,93002000;0,0673920;39;0,39;1,000000000;1,00000000;1,0000000;P61;"EC00079;EC000315";AcidPFOSTemp;Female;0,827574792071833
Beta-Alanine metabolism;14;5;1;1,20830;7,3806e-01;1,00000000;0,0699080;59;0,59;1,000000000;1,00000000;1,0000000;P62;EC0004;AcidPFOSTemp;Female;0,827609037490689
Glycosphingolipid biosynthesis - ganglioseries;38;10;2;1,20830;7,3806e-01;1,00000000;0,0699080;83;0,83;1,000000000;1,00000000;1,0000000;P63;EC0008;AcidPFOSTemp;Female;1,655218074981379
Putative anti-Inflammatory metabolites formation from EPA;19;4;1;1,20830;7,3806e-01;1,00000000;0,0699080;59;0,59;1,000000000;1,00000000;1,0000000;P64;EC000332;AcidPFOSTemp;Female;0,827609037490689
Vitamin B9 (folate) metabolism;35;8;1;1,20830;7,3806e-01;1,00000000;0,0699080;45;0,45;1,000000000;1,00000000;1,0000000;P65;EC0001;AcidPFOSTemp;Female;0,827609037490689
Phosphatidylinositol phosphate metabolism;48;16;4;3,97020;7,9467e-01;0,92785000;0,0911460;70;0,70;1,000000000;1,00000000;1,0000000;P66;"EC0001;EC0008;EC00079";AcidPFOSTemp;Female;1,007505919097275
Linoleate metabolism;30;15;6;4,14290;8,1935e-01;0,93865000;0,1031400;84;0,84;1,000000000;1,00000000;1,0000000;P67;"EC000309;EC000312;EC000333";AcidPFOSTemp;Female;1,448260880059862
Biopterin metabolism;26;3;1;1,55360;8,2239e-01;1,00000000;0,1047700;57;0,57;1,000000000;1,00000000;1,0000000;P68;EC0001;AcidPFOSTemp;Female;0,643666323377961
Arachidonic acid metabolism;73;38;24;5,52380;8,4050e-01;0,93586000;0,1152700;93;0,93;1,000000000;1,00000000;1,0000000;P69;"EC000133;EC000191;EC000232;EC000281";AcidPFOSTemp;Female;4,344835077301858
N-Glycan biosynthesis;29;7;1;1,72620;8,5390e-01;1,00000000;0,1240400;72;0,72;1,000000000;1,00000000;1,0000000;P70;EC0008;AcidPFOSTemp;Female;0,579307148650214
Leukotriene metabolism;89;11;3;4,66070;8,7905e-01;0,96268000;0,1434700;84;0,84;1,000000000;1,00000000;1,0000000;P71;"EC0002;EC0003;EC000191";AcidPFOSTemp;Female;0,643680133885468
Ascorbate (Vitamin C) and Aldarate Metabolism;25;11;1;2,07140;9,0133e-01;1,00000000;0,1650200;78;0,78;1,000000000;1,00000000;1,0000000;P72;EC000187;AcidPFOSTemp;Female;0,482765279521097
Prostaglandin formation from arachidonate;48;20;3;6,21430;9,0325e-01;0,96476000;0,1671300;78;0,78;1,000000000;1,00000000;1,0000000;P73;"EC0001;EC0002;EC0003;EC000191";AcidPFOSTemp;Female;0,482757510902274
Glycerophospholipid metabolism;146;30;6;7,59520;9,1297e-01;0,96436000;0,1785200;92;0,92;1,000000000;1,00000000;1,0000000;P74;"EC0001;EC0008;EC0004;EC000129;EC000281";AcidPFOSTemp;Female;0,789972614282705
Tyrosine metabolism;107;27;3;6,55950;9,2575e-01;0,97419000;0,1957700;90;0,90;1,000000000;1,00000000;1,0000000;P75;"EC0002;EC0003;EC0004;EC000250";AcidPFOSTemp;Female;0,457351932311914
